side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
Blue,Top,Evi,DetonatioN FocusMe,Gnar,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,0,4,4,7,22,0,0,0,0,0,0,0,3.879983333,0,0.03768844221,1.092964824,0,9.717566667,1,2,0,0,0,0,0,0,0,0,0,,0,13.58856667,0,0,1,10,0,23.77981667,0,1,11588,436.7336683,0.3120674333,0.2068443835,11,0.4145728643,0.1057692308,4,0.1507537688,4,6,,,8407,184.059799,8300,-0.1514476615,180,8,4,1,7.085427136,3078,3440,-362,4670,5468,-798,4530,5051,-521,76,90,-14,116,122,-6
Blue,Jungle,Steal,DetonatioN FocusMe,Ekko,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,1,4,5,7,22,0,0,0,0,0,0,0,3.879983333,0.03768844221,0.2638190955,1.092964824,1,9.717566667,1,2,1,2,0,0,0,1,0,0,0,,0,13.58856667,0,0,1,10,0,23.77981667,0,1,7925,298.6809045,0.2134220235,0.1668623415,24,0.9045226131,0.2307692308,8,0.3015075377,11,13,,,7463,148.4819095,7360,-0.2967891235,35,96,76,0,4.93718593,3684,4055,-371,4912,6278,-1366,3679,3928,-249,60,64,-4,88,105,-17
Blue,Middle,Ceros,DetonatioN FocusMe,Nocturne,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,1,5,6,7,22,0,0,0,0,0,0,0,3.879983333,0.03768844221,0.1130653266,1.092964824,0,9.717566667,1,2,0,0,0,0,0,0,0,0,0,,0,13.58856667,0,0,1,10,0,23.77981667,0,1,7557,284.8115578,0.2035117012,0.2101056305,13,0.4899497487,0.125,1,0.03768844221,6,7,,,8484,186.961809,7700,-0.2817294282,186,6,4,0,7.236180905,3926,3569,357,5487,6116,-629,4751,4533,218,88,85,3,131,150,-19
Blue,ADC,Yutapon,DetonatioN FocusMe,Lucian,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,3,4,1,7,22,1,0,0,0,0,0,0,3.879983333,0.1130653266,0.4145728643,1.092964824,0,9.717566667,1,2,0,0,0,0,0,0,0,0,0,,0,13.58856667,0,0,1,10,0,23.77981667,0,1,7369,277.7261307,0.1984488191,0.3007428867,9,0.3391959799,0.08653846154,7,0.2638190955,3,4,,,10624,267.6150754,10150,-0.2153846154,219,20,20,0,9.007537688,3579,3969,-390,5313,7142,-1829,3526,3532,-6,87,76,11,119,134,-15
Blue,Support,Gaeng,DetonatioN FocusMe,Thresh,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,2,5,2,7,22,0,0,0,0,0,0,1,3.879983333,0.07537688442,0,1.092964824,0,9.717566667,1,2,0,0,0,0,0,0,0,0,0,,0,13.58856667,0,0,1,10,0,23.77981667,0,1,2694,101.5326633,0.07255002289,0.1154447579,47,1.771356784,0.4519230769,8,0.3015075377,13,14,,,6249,102.7281407,5450,-0.296875,12,2,2,0,0.527638191,2088,2394,-306,3163,4319,-1156,2731,2376,355,4,3,1,6,5,1
Red,Top,Vizicsacsi,Splyce,Kennen,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,1,1,12,22,7,0,0,0,0,0,0,0,3.879983333,0.03768844221,0,1.092964824,0,9.717566667,2,1,0,0,0,0,0,0,0,0,1,,1,13.58856667,1,1,10,1,1,23.77981667,1,0,14478,545.6532663,0.2431479242,0.1596708114,15,0.5653266332,0.1875,8,0.3015075377,7,9,,,9759,235.0145729,9660,0.1514476615,182,0,0,0,6.859296482,3440,3078,362,5468,4670,798,5051,4530,521,90,76,14,122,116,6
Red,Jungle,Xerxe,Splyce,Hecarim,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,7,1,6,22,7,1,0,0,0,1,0,0,3.879983333,0.2638190955,0.03768844221,1.092964824,0,9.717566667,2,1,2,1,0,1,0,1,0,0,1,,1,13.58856667,1,1,10,1,1,23.77981667,1,0,7782,293.2914573,0.1306932688,0.1998719708,9,0.3391959799,0.1125,7,0.2638190955,8,10,,,11329,294.1854271,9925,0.2967891235,18,128,78,12,5.502512563,4055,3684,371,6278,4912,1366,3928,3679,249,64,60,4,105,88,17
Red,Middle,Humanoid,Splyce,Ryze,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,3,2,10,22,7,0,0,0,0,0,0,0,3.879983333,0.1130653266,0.03768844221,1.092964824,0,9.717566667,2,1,0,0,0,0,0,0,0,0,1,,1,13.58856667,1,1,10,1,1,23.77981667,1,0,12668,477.4371859,0.2127502351,0.2157219821,15,0.5653266332,0.1875,12,0.4522613065,6,7,,,11948,317.5145729,10225,0.2817294282,222,44,24,11,10.02512563,3569,3926,-357,6116,5487,629,4533,4751,-218,85,88,-3,150,131,19
Red,ADC,Kobbe,Splyce,Xayah,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,11,0,5,22,7,3,0,0,0,0,1,0,3.879983333,0.4145728643,0.1130653266,1.092964824,0,9.717566667,2,1,0,0,0,0,0,0,0,0,1,,1,13.58856667,1,1,10,1,1,23.77981667,1,0,20899,787.6507538,0.3509841462,0.3009894094,11,0.4145728643,0.1375,11,0.4145728643,3,4,,,15278,443.0170854,12600,0.2153846154,253,16,12,0,10.13819095,3969,3579,390,7142,5313,1829,3532,3526,6,76,87,-11,134,119,15
Red,Support,Norskeren,Splyce,Rakan,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,0,3,18,22,7,0,0,0,0,0,1,0,3.879983333,0,0.07537688442,1.092964824,0,9.717566667,2,1,0,0,0,0,0,0,0,0,1,,1,13.58856667,1,1,10,1,1,23.77981667,1,0,3717,140.0879397,0.06242442563,0.1237458262,30,1.130653266,0.375,13,0.4899497487,11,11,,,8356,182.1376884,7350,0.296875,13,0,0,0,0.4899497487,2394,2088,306,4319,3163,1156,2376,2731,-355,3,4,-1,5,6,-1
Blue,Team,Team,DetonatioN FocusMe,,Qiyana,Gangplank,Akali,Elise,Olaf,26.53333333,0,7,22,18,7,22,,,,,0,0,1,3.879983333,0.2638190955,0.8291457286,1.092964824,1,9.717566667,1,2,1,2,0,0,0,1,0,0,0,13.10958333,0,13.58856667,0,0,1,10,0,23.77981667,0,1,37133,1399.484925,,,104,3.91959799,1,28,1.055276382,37,44,0.4358974359,0.2682926829,41227,889.8467337,38960,-0.2434625789,632,132,106,1,28.79396985,16355,17427,-1072,23545,29323,-5778,19217,19420,-203,315,318,-3,460,516,-56
Red,Team,Team,Splyce,,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.53333333,1,22,7,51,22,7,,,,,1,1,0,3.879983333,0.8291457286,0.2638190955,1.092964824,0,9.717566667,2,1,2,1,0,1,0,1,0,0,1,13.10958333,1,13.58856667,1,1,10,1,1,23.77981667,1,0,59544,2244.120603,,,80,3.015075377,1,51,1.922110553,35,41,0.7105263158,0.2807017544,56670,1471.869347,49760,0.2434625789,688,188,114,23,33.01507538,17427,16355,1072,29323,23545,5778,19420,19217,203,318,315,3,516,460,56
Blue,Top,Huni,Clutch Gaming,Akali,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,3,5,4,8,16,0,0,0,0,0,1,0,7.924383333,0.07880910683,0.05253940455,0.6304728546,0,17.12161667,0,4,0,0,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,14933,392.2854641,0.2885771156,0.2596638836,8,0.2101576182,0.05882352941,8,0.2101576182,2,2,,,14601,253.923993,13600,-0.005499541705,300,5,1,0,8.012259194,3438,2895,543,4816,5550,-734,4668,4347,321,85,68,17,121,110,11
Blue,Jungle,Lira,Clutch Gaming,Ekko,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,1,5,6,8,16,0,0,0,0,1,0,0,7.924383333,0.02626970228,0.07880910683,0.6304728546,0,17.12161667,0,4,0,3,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,10854,285.1313485,0.2097512899,0.180309038,43,1.129597198,0.3161764706,20,0.5253940455,15,17,,,11647,176.3232925,11325,-0.08456659619,66,134,97,9,5.253940455,3210,3753,-543,4663,5204,-541,3130,4078,-948,47,63,-16,75,89,-14
Blue,Middle,Damonte,Clutch Gaming,Renekton,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,1,3,1,8,16,0,0,0,0,0,0,0,7.924383333,0.02626970228,0.1313485114,0.6304728546,0,17.12161667,0,4,0,1,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,5124,134.6059545,0.09902023306,0.1823775292,25,0.6567425569,0.1838235294,6,0.1576182137,13,13,,,11724,178.3460595,11325,-0.3598841419,266,7,6,0,7.171628722,3016,3733,-717,5064,5650,-586,4239,4842,-603,75,86,-11,126,140,-14
Blue,ADC,Cody Sun,Clutch Gaming,Xayah,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,3,1,2,8,16,1,0,0,0,0,0,0,7.924383333,0.07880910683,0.1313485114,0.6304728546,0,17.12161667,0,4,0,0,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,15290,401.6637478,0.2954760662,0.3162115986,13,0.3415061296,0.09558823529,8,0.2101576182,6,6,,,16706,309.2217163,15100,0.11558669,375,24,24,0,10.48161121,3524,3040,484,4852,4845,7,3287,3284,3,88,65,23,120,105,15
Blue,Support,Vulcan,Clutch Gaming,Rakan,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,0,2,4,8,16,0,0,0,0,0,0,0,7.924383333,0,0.02626970228,0.6304728546,0,17.12161667,0,4,0,0,0,0,0,0,0,0,1,,0,13.69641667,0,0,3,11,0,22.9774,0,2,5546,145.6917688,0.1071752952,0.06143795064,47,1.234676007,0.3455882353,12,0.3152364273,18,20,,,7222,60.07985989,7450,-0.1079365079,15,0,0,0,0.3940455342,1898,1895,3,2841,2915,-74,2547,2867,-320,0,7,-7,2,9,-7
Red,Top,BOSS,Unicorns of Love,Neeko,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,2,2,11,16,8,0,0,0,0,0,0,1,7.924383333,0.05253940455,0.07880910683,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,13270,348.5989492,0.1800396169,0.2155630691,22,0.5779334501,0.162962963,5,0.1313485114,7,7,,,14409,248.8802102,13675,0.005499541705,232,11,3,3,6.383537653,2895,3438,-543,5550,4816,734,4347,4668,-321,68,85,-17,110,121,-11
Red,Jungle,AHaHaCiK,Unicorns of Love,Rek'Sai,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,3,2,4,16,8,0,0,0,0,0,0,0,7.924383333,0.07880910683,0.02626970228,0.6304728546,1,17.12161667,4,0,3,0,0,0,1,2,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,11115,291.9877408,0.1508018343,0.1870990348,33,0.8669001751,0.2444444444,22,0.5779334501,9,9,,,13158,216.0168126,12325,0.08456659619,39,165,71,35,5.359019264,3753,3210,543,5204,4663,541,4078,3130,948,63,47,16,89,75,14
Red,Middle,Nomanz,Unicorns of Love,Tristana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,5,1,6,16,8,1,0,0,0,0,0,0,7.924383333,0.1313485114,0.02626970228,0.6304728546,0,17.12161667,4,0,1,0,1,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,23961,629.4483363,0.3250888666,0.274629922,13,0.3415061296,0.0962962963,20,0.5253940455,3,3,,,17005,317.0763573,16295,0.3598841419,313,24,17,0,8.852889667,3733,3016,717,5650,5064,586,4842,4239,603,86,75,11,140,126,14
Red,ADC,Innaxe,Unicorns of Love,Heimerdinger,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,5,0,4,16,8,1,0,0,0,0,0,0,7.924383333,0.1313485114,0.07880910683,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,20072,527.2854641,0.2723251838,0.2223207175,11,0.288966725,0.08148148148,5,0.1313485114,0,0,,,14706,256.6823117,13450,-0.11558669,249,20,12,4,7.066549912,3040,3524,-484,4845,4852,-7,3284,3287,-3,65,88,-23,105,120,-15
Red,Support,Edward,Unicorns of Love,Morgana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,1,3,9,16,8,0,0,0,0,0,0,0,7.924383333,0.02626970228,0,0.6304728546,0,17.12161667,4,0,0,0,0,0,0,0,0,0,0,,1,13.69641667,1,1,11,3,1,22.9774,2,0,5288,138.9141856,0.07174449841,0.1003872565,56,1.471103327,0.4148148148,10,0.2626970228,16,16,,,9347,115.9029772,8300,0.1079365079,20,0,0,0,0.5253940455,1895,1898,-3,2915,2841,74,2867,2547,320,7,0,7,9,2,7
Blue,Team,Team,Clutch Gaming,,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.06666667,0,8,16,17,8,16,,,,,1,1,0,7.924383333,0.2101576182,0.4203152364,0.6304728546,0,17.12161667,0,4,0,4,0,0,0,0,0,0,1,13.11418333,0,13.69641667,0,0,3,11,0,22.9774,0,2,51747,1359.378284,,,136,3.57267951,1,54,1.418563923,54,58,0.5555555556,0.2878787879,61900,977.8949212,58800,-0.08539216085,1022,170,128,9,31.31348511,15086,15316,-230,22236,24164,-1928,17871,19418,-1547,295,289,6,444,453,-9
Red,Team,Team,Unicorns of Love,,Pantheon,Rumble,Gangplank,Skarner,Elise,38.06666667,1,16,8,34,16,8,,,,,0,0,1,7.924383333,0.4203152364,0.2101576182,0.6304728546,1,17.12161667,4,0,4,0,1,0,1,2,0,0,0,13.11418333,1,13.69641667,1,1,11,3,1,22.9774,2,0,73706,1936.234676,,,135,3.546409807,1,62,1.628721541,35,35,0.5806451613,0.2127659574,68625,1154.558669,64045,0.08539216085,853,220,103,42,28.18739054,15316,15086,230,24164,22236,1928,19418,17871,1547,289,295,-6,453,444,9
Blue,Top,Fudge,Mammoth,Gangplank,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,1,2,14,18,8,0,0,0,0,0,0,1,3.360983333,0.0266075388,0.07982261641,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,17523,466.2439024,0.2430138544,0.2314656523,17,0.4523281596,0.147826087,3,0.07982261641,7,7,,,15220,275.2337029,12958,-0.01470813544,300,6,3,0,8.141906874,3242,3317,-75,5287,5360,-73,4293,4151,142,75,71,4,120,119,1
Blue,Jungle,Babip,Mammoth,Skarner,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,0,1,16,18,8,0,0,0,0,0,0,0,3.360983333,0,0.05321507761,0.6917960089,1,8.318133333,4,0,3,0,0,2,1,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,5217,138.8115299,0.07235081199,0.1348444842,13,0.3458980044,0.1130434783,17,0.4523281596,12,13,,,10902,160.3423503,9925,0.0358974359,26,139,98,4,4.390243902,2987,3461,-474,4467,4833,-366,3171,3325,-154,58,55,3,84,68,16
Blue,Middle,Triple,Mammoth,Syndra,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,10,3,4,18,8,1,1,0,0,0,0,0,3.360983333,0.266075388,0.05321507761,0.6917960089,0,8.318133333,4,0,1,0,1,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,21718,577.8625277,0.3011912852,0.2552741105,18,0.4789356984,0.1565217391,12,0.3192904656,12,12,,,16284,303.5441242,14350,0.02948767811,273,32,28,0,8.115299335,3717,3350,367,5634,5845,-211,4797,4593,204,95,89,6,156,151,5
Blue,ADC,k1ng,Mammoth,Tristana,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,7,2,5,18,8,3,0,0,0,0,0,0,3.360983333,0.1862527716,0.0266075388,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,22087,587.6807095,0.3063086802,0.2745177892,14,0.3725055432,0.1217391304,32,0.8514412417,7,8,,,17144,326.4266075,14575,0.006884681583,315,56,29,9,9.871396896,3309,3193,116,5454,4950,504,3214,3050,164,93,84,9,151,134,17
Blue,Support,Destiny,Mammoth,Nautilus,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,0,0,12,18,8,0,0,0,0,0,0,0,3.360983333,0,0,0.6917960089,0,8.318133333,4,0,0,0,0,0,0,0,0,0,1,,1,17.61388333,1,1,9,2,1,27.44651667,1,0,5562,147.9911308,0.07713536827,0.1038979638,53,1.410199557,0.4608695652,14,0.3725055432,12,13,,,9519,123.5441242,8675,0.1823899371,76,0,0,0,2.022172949,2027,2010,17,3037,3135,-98,2580,2824,-244,16,13,3,23,24,-1
Red,Top,BOSS,Unicorns of Love,Renekton,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,3,3,2,8,18,1,0,0,0,0,1,0,3.360983333,0.07982261641,0.0266075388,0.6917960089,0,8.318133333,0,4,0,0,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,11244,299.1751663,0.2149205803,0.2331821849,16,0.4257206208,0.1194029851,8,0.2128603104,5,7,,,13258,223.0297118,13150,0.01470813544,268,0,0,0,7.130820399,3317,3242,75,5360,5287,73,4151,4293,-142,71,75,-4,119,120,-1
Red,Jungle,AHaHaCiK,Unicorns of Love,Ekko,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,2,6,2,8,18,0,0,0,0,1,0,0,3.360983333,0.05321507761,0,0.6917960089,0,8.318133333,0,4,0,3,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,9640,256.4966741,0.18426133,0.1486132362,29,0.7716186253,0.2164179104,12,0.3192904656,7,9,,,10218,142.1427938,9575,-0.0358974359,33,110,72,10,3.804878049,3461,2987,474,4833,4467,366,3325,3171,154,55,58,-3,68,84,-16
Red,Middle,Nomanz,Unicorns of Love,Corki,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,2,3,1,8,18,0,0,0,0,0,0,0,3.360983333,0.05321507761,0.266075388,0.6917960089,0,8.318133333,0,4,0,1,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,17777,473.0022173,0.3397939484,0.2678443264,21,0.5587583149,0.1567164179,21,0.5587583149,4,4,,,14504,256.1827051,13933,-0.02948767811,319,30,26,4,9.286031042,3350,3717,-367,5845,5634,211,4593,4797,-204,89,95,-6,151,156,-5
Red,ADC,Innaxe,Unicorns of Love,Kai'Sa,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,1,2,4,8,18,0,0,0,0,0,0,0,3.360983333,0.0266075388,0.1862527716,0.6917960089,0,8.318133333,0,4,0,0,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,10828,288.1064302,0.206969054,0.2691796256,14,0.3725055432,0.1044776119,8,0.2128603104,3,3,,,14552,257.459867,14475,-0.006884681583,303,51,49,0,9.419068736,3193,3309,-116,4950,5454,-504,3050,3214,-164,84,93,-9,134,151,-17
Red,Support,Edward,Unicorns of Love,Alistar,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,0,4,3,8,18,0,0,0,0,0,0,0,3.360983333,0,0,0.6917960089,0,8.318133333,0,4,0,0,0,0,0,0,0,0,0,,0,17.61388333,0,0,2,9,0,27.44651667,0,1,2828,75.24611973,0.05405508726,0.08118062703,54,1.436807095,0.4029850746,8,0.2128603104,13,13,,,7794,77.64611973,7225,-0.1823899371,61,0,0,0,1.623059867,2010,2027,-17,3135,3037,98,2824,2580,244,13,16,-3,24,23,1
Blue,Team,Team,Mammoth,,Qiyana,Kayle,Morgana,Thresh,Pyke,37.58333333,1,18,8,51,18,8,,,,,0,0,1,3.360983333,0.4789356984,0.2128603104,0.6917960089,1,8.318133333,4,0,4,0,1,2,1,0,0,0,1,15.58338333,1,17.61388333,1,1,9,2,1,27.44651667,1,0,72107,1918.5898,,,115,3.059866962,1,78,2.075388027,50,53,0.7105263158,0.4324324324,69069,1189.090909,60483,0.03576206865,990,233,158,13,32.54101996,15282,15331,-49,23879,24123,-244,18055,17943,112,337,312,25,534,496,38
Red,Team,Team,Unicorns of Love,,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.58333333,0,8,18,12,8,18,,,,,1,1,0,3.360983333,0.2128603104,0.4789356984,0.6917960089,0,8.318133333,0,4,0,4,0,0,0,0,0,0,0,15.58338333,0,17.61388333,0,0,2,9,0,27.44651667,0,1,52317,1392.026608,,,134,3.5654102,1,57,1.516629712,32,36,0.6551724138,0.3333333333,60326,956.4611973,58358,-0.03576206865,984,191,147,14,31.26385809,15331,15282,49,24123,23879,244,17943,18055,-112,312,337,-25,496,534,-38
Blue,Top,Evi,DetonatioN FocusMe,Kayle,Irelia,Yasuo,Lucian,Gangplank,Qiyana,39.48333333,0,2,3,2,12,16,0,0,0,0,0,0,0,8.233016667,0.05065428451,0,0.7091599831,0,10.07878333,1,4,0,0,0,0,0,0,0,0,1,,0,16.11978333,1,0,3,9,0,36.54891667,0,1,23033,583.3600675,0.3186370805,0.2646484164,17,0.4305614183,0.1055900621,16,0.4052342761,6,6,,,15408,260.8604474,15075,0.1690647482,305,32,16,8,8.53524694,3337,3314,23,5097,5310,-213,4728,4669,59,81,90,-9,135,152,-17
Blue,Jungle,Steal,DetonatioN FocusMe,Ekko,Irelia,Yasuo,Lucian,Gangplank,Qiyana,39.48333333,0,1,5,6,12,16,0,0,0,0,0,0,1,8.233016667,0.02532714225,0.07598142676,0.7091599831,0,10.07878333,1,4,0,1,0,0,0,0,0,0,1,,0,16.11978333,1,0,3,9,0,36.54891667,0,1,15703,397.7121148,0.2172343192,0.1520275861,46,1.165048544,0.2857142857,17,0.4305614183,15,17,,,11025,149.8515829,10910,-0.0804926325,44,145,117,8,4.786829886,3075,3591,-516,4719,5228,-509,3139,3329,-190,59,59,0,95,90,5
Blue,Middle,Ceros,DetonatioN FocusMe,Karma,Irelia,Yasuo,Lucian,Gangplank,Qiyana,39.48333333,0,3,2,6,12,16,0,0,0,0,0,0,0,8.233016667,0.07598142676,0.1266357113,0.7091599831,0,10.07878333,1,4,0,3,0,0,0,0,0,0,1,,0,16.11978333,1,0,3,9,0,36.54891667,0,1,11960,302.9126214,0.1654538915,0.1870240659,25,0.6331785564,0.1552795031,6,0.1519628535,13,17,,,12387,184.3471507,11885,-0.2703292705,247,10,10,0,6.509075559,3274,3360,-86,5255,5160,95,4815,4781,34,88,94,-6,135,147,-12
Blue,ADC,Yutapon,DetonatioN FocusMe,Xayah,Irelia,Yasuo,Lucian,Gangplank,Qiyana,39.48333333,0,5,3,2,12,16,1,0,0,0,0,0,0,8.233016667,0.1266357113,0.202617138,0.7091599831,0,10.07878333,1,4,1,0,0,0,1,0,0,0,1,,0,16.11978333,1,0,3,9,0,36.54891667,0,1,15395,389.911355,0.2129734665,0.2776500455,10,0.2532714225,0.06211180124,15,0.3799071338,2,2,,,15914,273.6759814,14750,-0.1906280667,331,39,29,0,9.371042634,3463,3728,-265,5081,5820,-739,3613,3598,15,97,93,4,143,148,-5
Blue,Support,Gaeng,DetonatioN FocusMe,Rakan,Irelia,Yasuo,Lucian,Gangplank,Qiyana,39.48333333,0,1,3,8,12,16,0,0,0,0,0,0,0,8.233016667,0.02532714225,0,0.7091599831,0,10.07878333,1,4,0,0,0,0,0,0,0,0,1,,0,16.11978333,1,0,3,9,0,36.54891667,0,1,6195,156.9016463,0.08570124229,0.1186498862,63,1.595609962,0.3913043478,18,0.4558885606,17,19,,,9726,116.9516252,9375,0.06100577082,19,0,0,0,0.4812157028,2113,2071,42,3462,3241,221,2779,2921,-142,3,15,-12,6,30,-24
Red,Top,Buggax,Isurus Gaming,Gnar,Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,39.48333333,1,0,2,6,16,12,0,0,0,0,0,0,0,8.233016667,0,0.05065428451,0.7091599831,0,10.07878333,4,1,0,0,0,0,0,0,0,0,0,,1,16.11978333,0,1,9,3,1,36.54891667,1,0,9638,244.102997,0.1307113311,0.1873895524,14,0.3545799916,0.08383233533,12,0.303925707,4,5,,,14372,234.6215281,12725,-0.1690647482,289,24,12,0,7.927395526,3314,3337,-23,5310,5097,213,4669,4728,-59,90,81,9,152,135,17
Red,Jungle,Oddie,Isurus Gaming,Gragas,Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,39.48333333,1,3,2,7,16,12,0,0,0,0,1,0,0,8.233016667,0.07598142676,0.02532714225,0.7091599831,1,10.07878333,4,1,1,0,0,1,0,0,0,0,0,,1,16.11978333,0,1,9,3,1,36.54891667,1,0,12974,328.5943436,0.1759544314,0.1576334272,40,1.01308569,0.2395209581,22,0.5571971296,9,9,,,12901,197.3653018,11825,0.0804926325,46,157,108,0,5.141409878,3591,3075,516,5228,4719,509,3329,3139,190,59,59,0,90,95,-5
Red,Middle,Seiya,Isurus Gaming,Ryze,Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,39.48333333,1,5,3,5,16,12,1,0,0,0,0,0,0,8.233016667,0.1266357113,0.07598142676,0.7091599831,0,10.07878333,4,1,3,0,0,2,0,1,0,0,0,,1,16.11978333,0,1,9,3,1,36.54891667,1,0,13257,335.7619249,0.1797925002,0.2581286209,21,0.5318699873,0.125748503,13,0.3292528493,8,8,,,17869,323.1905445,15600,0.2703292705,344,51,29,3,10.00422119,3360,3274,86,5160,5255,-95,4781,4815,-34,94,88,6,147,135,12
Red,ADC,Warangelus,Isurus Gaming,Ezreal,Pantheon,Heimerdinger,Thresh,Nocturne,Skarner,39.48333333,1,8,2,6,16,12,1,0,0,0,0,0,0,8.233016667,0.202617138,0.1266357113,0.7091599831,0,10.07878333,4,1,0,1,0,0,0,0,0,0,0,,1,16.11978333,0,1,9,3,1,36.54891667,1,0,34704,878.9531448,0.470658439,0.2978573972,14,0.3545799916,0.08383233533,21,0.5318699873,8,8,,,19833,372.9330519,17858,0.1906280667,379,33,26,4,10.43478261,3728,3463,265,5820,5081,739,3598,3613,-15,93,97,-4,148,143,5
