side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
Red,Middle,Goku,Flamengo,LeBlanc,Pantheon,Qiyana,Syndra,Lissandra,Renekton,27.9,0,0,3,0,5,15,0,0,0,0,0,0,0,7.166266667,0,0.03584229391,0.7168458781,0,7.654,0,3,0,0,0,0,0,0,0,0,0,,0,12.38068333,0,0,1,11,0,23.64605,0,1,5513,197.5985663,0.1478333155,0.211654166,12,0.4301075269,0.1276595745,7,0.2508960573,7,7,,,8358,167.2917563,7775,-0.2486766528,193,8,8,0,7.204301075,3127,3698,-571,5047,5710,-663,4782,4075,707,78,75,3,133,123,10
Red,ADC,brTT,Flamengo,Ashe,Pantheon,Qiyana,Syndra,Lissandra,Renekton,27.9,0,0,1,0,5,15,0,0,0,0,0,0,0,7.166266667,0,0.2150537634,0.7168458781,0,7.654,0,3,0,0,0,0,0,0,0,0,0,,0,12.38068333,0,0,1,11,0,23.64605,0,1,8573,307.2759857,0.2298884479,0.2352799267,8,0.2867383513,0.08510638298,0,0,3,4,,,8879,185.9655914,7800,-0.3622047244,221,12,12,0,8.35125448,3218,3710,-492,4581,5912,-1331,3305,3441,-136,84,96,-12,121,143,-22
Red,Support,Luci,Flamengo,Thresh,Pantheon,Qiyana,Syndra,Lissandra,Renekton,27.9,0,0,6,0,5,15,0,0,0,0,0,0,0,7.166266667,0,0,0.7168458781,0,7.654,0,3,0,0,0,0,0,0,0,0,0,,0,12.38068333,0,0,1,11,0,23.64605,0,1,2871,102.9032258,0.07698702135,0.06835780557,47,1.684587814,0.5,5,0.1792114695,8,8,,,5198,54.03010753,4950,-0.1876430206,10,0,0,0,0.3584229391,2071,1900,171,2948,3381,-433,2433,2997,-564,1,1,0,6,6,0
Blue,Team,Team,Royal Youth,,Draven,Rek'Sai,Gragas,Kai'Sa,Caitlyn,27.9,1,15,5,34,15,5,,,,,1,0,0,7.166266667,0.5376344086,0.1792114695,0.7168458781,1,7.654,3,0,3,0,0,2,1,0,0,0,1,11.0528,1,12.38068333,1,1,11,1,1,23.64605,1,0,52491,1881.397849,,,85,3.046594982,1,32,1.146953405,33,33,0.5384615385,0.2542372881,54308,1285.132616,45941,0.1844420142,706,153,87,24,30.78853047,16081,14864,1217,25228,21931,3297,18111,18558,-447,301,272,29,469,438,31
Red,Team,Team,Flamengo,,Pantheon,Qiyana,Syndra,Lissandra,Renekton,27.9,0,5,15,4,5,15,,,,,0,0,1,7.166266667,0.1792114695,0.5376344086,0.7168458781,0,7.654,0,3,0,3,0,0,0,0,0,0,0,11.0528,0,12.38068333,0,0,1,11,0,23.64605,0,1,37292,1336.630824,,,94,3.369175627,1,28,1.003584229,26,30,0.358974359,0.3043478261,40505,790.4014337,38183,-0.1844420142,643,134,99,9,27.84946237,14864,16081,-1217,21931,25228,-3297,18558,18111,447,272,301,-29,438,469,-31
Blue,Top,Nuguri,Damwon Gaming,Renekton,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,1,2,0,11,3,0,0,0,0,0,0,1,4.813383333,0.03814367451,0.03814367451,0.5340114431,0,8.47075,3,1,1,0,0,0,1,0,0,0,1,,1,12.3805,1,1,8,0,1,23.42248333,1,0,2584,98.56325493,0.1069580695,0.1968823607,12,0.4577240941,0.1263157895,5,0.1907183725,6,6,,,9787,240.3997457,9800,0.1333333333,195,20,9,0,8.200890019,3543,2728,815,5529,4187,1342,4639,4045,594,90,53,37,121,95,26
Blue,Jungle,Canyon,Damwon Gaming,Taliyah,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,2,0,7,11,3,0,0,0,0,0,0,0,4.813383333,0.07628734901,0.03814367451,0.5340114431,0,8.47075,3,1,1,1,0,0,1,0,0,0,1,,1,12.3805,1,1,8,0,1,23.42248333,1,0,8123,309.841068,0.3362308043,0.1869796385,16,0.6102987921,0.1684210526,14,0.5340114431,7,7,,,9470,228.3082009,8310,0.1396845832,19,127,90,1,5.568976478,2880,3447,-567,5025,4605,420,2791,3231,-440,43,59,-16,78,77,1
Blue,Middle,ShowMaker,Damwon Gaming,Qiyana,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,2,0,3,11,3,0,0,0,0,0,0,0,4.813383333,0.07628734901,0,0.5340114431,0,8.47075,3,1,0,0,0,0,0,0,0,0,1,,1,12.3805,1,1,8,0,1,23.42248333,1,0,6442,245.7215512,0.2666501097,0.2128141849,10,0.3814367451,0.1052631579,5,0.1907183725,6,6,,,10297,259.8530197,9850,0.07554127377,208,14,0,10,8.467895741,3458,3754,-296,5511,5630,-119,4574,4335,239,83,81,2,129,130,-1
Blue,ADC,Nuclear,Damwon Gaming,Kai'Sa,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,5,0,4,11,3,1,0,0,0,0,0,0,4.813383333,0.1907183725,0,0.5340114431,0,8.47075,3,1,1,0,1,0,0,0,0,0,1,,1,12.3805,1,1,8,0,1,23.42248333,1,0,5114,195.0667514,0.2116809471,0.2988460361,10,0.3814367451,0.1052631579,5,0.1907183725,2,2,,,13051,364.9006993,11700,0.2941176471,245,8,4,0,9.65034965,3524,3293,231,5897,4705,1192,3095,2994,101,83,86,-3,125,121,4
Blue,Support,BeryL,Damwon Gaming,Alistar,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,1,1,7,11,3,0,0,0,0,0,0,0,4.813383333,0.03814367451,0.03814367451,0.5340114431,0,8.47075,3,1,0,0,0,0,0,0,0,0,1,,1,12.3805,1,1,8,0,1,23.42248333,1,0,1896,72.32040687,0.07848006954,0.1044777798,47,1.792752702,0.4947368421,10,0.3814367451,13,13,,,6829,127.5707565,5625,0.2670025189,45,0,0,0,1.716465353,2097,2452,-355,3361,3244,117,2737,3137,-400,14,4,10,25,6,19
Red,Top,Hani,Lowkey Esports,Pyke,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,1,2,1,3,11,0,0,0,0,0,1,0,4.813383333,0.03814367451,0.03814367451,0.5340114431,0,8.47075,1,3,0,1,0,0,0,0,0,0,0,,0,12.3805,0,0,0,8,0,23.42248333,0,1,2644,100.8518754,0.1334275333,0.2165239718,6,0.228862047,0.07407407407,2,0.07628734901,2,4,,,8325,184.6336936,8575,-0.1333333333,185,0,0,0,7.056579784,2728,3543,-815,4187,5529,-1342,4045,4639,-594,53,90,-37,95,121,-26
Red,Jungle,DNK,Lowkey Esports,Gragas,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,1,2,1,3,11,0,0,0,0,1,0,0,4.813383333,0.03814367451,0.07628734901,0.5340114431,1,8.47075,1,3,1,1,1,0,0,0,0,0,0,,0,12.3805,0,0,0,8,0,23.42248333,0,1,5496,209.6376351,0.277351635,0.178188715,11,0.4195804196,0.1358024691,4,0.152574698,10,11,,,7468,151.9445645,7225,-0.1396845832,14,110,89,4,4.729815639,3447,2880,567,4605,5025,-420,3231,2791,440,59,43,16,77,78,-1
Red,Middle,Artifact,Lowkey Esports,Twisted Fate,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,0,3,1,3,11,0,0,0,0,0,0,0,4.813383333,0,0.07628734901,0.5340114431,0,8.47075,1,3,0,0,0,0,0,0,0,0,0,,0,12.3805,0,0,0,8,0,23.42248333,0,1,6381,243.394787,0.3220125151,0.2829956073,11,0.4195804196,0.1358024691,1,0.03814367451,3,4,,,9811,241.3151939,9133,-0.07554127377,219,8,8,0,8.658614113,3754,3458,296,5630,5511,119,4335,4574,-239,81,83,-2,130,129,1
Red,ADC,Celebrity,Lowkey Esports,Lucian,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,0,3,1,3,11,0,0,0,0,0,0,0,4.813383333,0,0.1907183725,0.5340114431,0,8.47075,1,3,0,1,0,0,0,0,0,0,0,,0,12.3805,0,0,0,8,0,23.42248333,0,1,3193,121.7927527,0.1611324182,0.2362507493,12,0.4577240941,0.1481481481,6,0.228862047,4,4,,,8766,201.455054,8700,-0.2941176471,206,28,20,0,8.925619835,3293,3524,-231,4705,5897,-1192,2994,3095,-101,86,83,3,121,125,-4
Red,Support,Venus,Lowkey Esports,Thresh,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,1,1,1,3,11,0,0,0,0,0,0,0,4.813383333,0.03814367451,0.03814367451,0.5340114431,0,8.47075,1,3,0,0,0,0,0,0,0,0,0,,0,12.3805,0,0,0,8,0,23.42248333,0,1,2102,80.17800381,0.1060758983,0.08604095655,41,1.563890655,0.5061728395,11,0.4195804196,11,12,,,5408,73.36859504,4300,-0.2670025189,14,0,0,0,0.5340114431,2452,2097,355,3244,3361,-117,3137,2737,400,4,14,-10,6,25,-19
Blue,Team,Team,Damwon Gaming,,Ornn,Tristana,Syndra,Caitlyn,Kled,26.21666667,1,11,3,21,11,3,,,,,0,0,1,4.813383333,0.4195804196,0.1144310235,0.5340114431,0,8.47075,3,1,3,1,1,0,2,0,0,0,1,11.09278333,1,12.3805,1,1,8,0,1,23.42248333,1,0,24159,921.5130324,,,95,3.623649078,1,39,1.487603306,34,34,0.7142857143,0.3043478261,49434,1221.032422,45285,0.1766925425,712,169,103,11,33.60457724,15502,15674,-172,25323,22371,2952,17836,17742,94,313,283,30,478,429,49
Red,Team,Team,Lowkey Esports,,Pantheon,LeBlanc,Xayah,Vladimir,Ryze,26.21666667,0,3,11,5,3,11,,,,,1,1,0,4.813383333,0.1144310235,0.4195804196,0.5340114431,1,8.47075,1,3,1,3,1,0,0,0,0,0,0,11.09278333,0,12.3805,0,0,0,8,0,23.42248333,0,1,19816,755.855054,,,81,3.089637635,1,24,0.9154481882,30,35,0.2894736842,0.2280701754,39778,852.7171011,37933,-0.1766925425,638,146,117,4,29.90464081,15674,15502,172,22371,25323,-2952,17742,17836,-94,283,313,-30,429,478,-49
Blue,Top,Hani,Lowkey Esports,Ornn,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,1,4,11,16,25,0,0,0,0,0,0,0,3.0912,0.024,0.192,0.984,0,9.424483333,2,4,0,1,0,0,0,0,0,0,1,,1,7.9793,1,1,10,7,1,30.56351667,2,0,8794,211.056,0.1103498469,0.149289187,17,0.408,0.1164383562,7,0.168,4,6,,,12653,174.6576,13580,-0.288055468,189,21,13,0,5.04,2810,2432,378,4946,4615,331,3782,2762,1020,54,34,20,80,73,7
Blue,Jungle,DNK,Lowkey Esports,Gragas,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,1,6,10,16,25,0,0,0,0,0,1,0,3.0912,0.024,0.096,0.984,0,9.424483333,2,4,1,3,0,0,1,0,1,0,1,,1,7.9793,1,1,10,7,1,30.56351667,2,0,11831,283.944,0.1484590674,0.1405912159,19,0.456,0.1301369863,12,0.288,17,17,,,12229,164.4816,11375,-0.1926514399,36,115,64,13,3.624,3131,3035,96,4844,4959,-115,2942,3057,-115,52,55,-3,73,77,-4
Blue,Middle,Artifact,Lowkey Esports,Twisted Fate,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,2,5,6,16,25,0,0,0,0,0,0,0,3.0912,0.048,0.168,0.984,0,9.424483333,2,4,0,0,0,0,0,0,0,0,1,,1,7.9793,1,1,10,7,1,30.56351667,2,0,17221,413.304,0.2160944637,0.2352226804,18,0.432,0.1232876712,7,0.168,6,8,,,16842,275.1936,16908,0.02594134739,260,43,32,1,7.272,4101,3496,605,6324,6546,-222,4857,5036,-179,94,99,-5,128,143,-15
Blue,ADC,Celebrity,Lowkey Esports,Tristana,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,10,3,6,16,25,2,2,0,0,1,0,0,3.0912,0.24,0.072,0.984,0,9.424483333,2,4,0,0,0,0,0,0,0,0,1,,1,7.9793,1,1,10,7,1,30.56351667,2,0,37854,908.496,0.4750037645,0.3377520668,19,0.456,0.1301369863,17,0.408,5,5,,,21840,395.1456,19875,0.4237804878,287,45,39,0,7.968,6106,3578,2528,9861,5566,4295,3821,2811,1010,93,82,11,137,114,23
Blue,Support,Venus,Lowkey Esports,Shen,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,2,7,10,16,25,0,0,0,0,0,1,0,3.0912,0.048,0.072,0.984,0,9.424483333,2,4,0,0,0,0,0,0,0,0,1,,1,7.9793,1,1,10,7,1,30.56351667,2,0,3992,95.808,0.0500928575,0.1371448499,73,1.752,0.5,33,0.792,21,22,,,12061,160.4496,10400,-0.2088266954,85,0,0,0,2.04,2627,2850,-223,4237,4781,-544,2352,2665,-313,18,20,-2,29,33,-4
Red,Top,Nuguri,Damwon Gaming,Vladimir,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,8,4,9,25,16,2,1,0,0,0,0,1,3.0912,0.192,0.024,0.984,0,9.424483333,4,2,1,0,0,0,0,1,0,0,0,,0,7.9793,0,0,7,10,0,30.56351667,0,2,27377,657.048,0.2757721055,0.2685767492,21,0.504,0.1186440678,7,0.168,1,1,,,19221,332.2896,18150,0.288055468,262,47,34,4,7.416,2432,2810,-378,4615,4946,-331,2762,3782,-1020,34,54,-20,73,80,-7
Red,Jungle,Canyon,Damwon Gaming,Qiyana,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,4,4,10,25,16,0,0,0,0,0,0,0,3.0912,0.096,0.024,0.984,1,9.424483333,4,2,3,1,3,0,0,0,0,1,0,,0,7.9793,0,0,7,10,0,30.56351667,0,2,17695,424.68,0.1782440518,0.1599658591,40,0.96,0.2259887006,22,0.528,10,11,,,13622,197.9136,13800,0.1926514399,51,152,102,13,4.872,3035,3131,-96,4959,4844,115,3057,2942,115,55,52,3,77,73,4
Red,Middle,ShowMaker,Damwon Gaming,Akali,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,7,3,10,25,16,1,0,0,0,0,0,0,3.0912,0.168,0.048,0.984,0,9.424483333,4,2,0,0,0,0,0,0,0,0,0,,0,7.9793,0,0,7,10,0,30.56351667,0,2,19773,474.552,0.1991760179,0.2272584431,8,0.192,0.04519774011,9,0.216,5,5,,,17091,281.1696,16475,-0.02594134739,302,36,28,2,8.112,3496,4101,-605,6546,6324,222,5036,4857,179,99,94,5,143,128,15
Red,ADC,Nuclear,Damwon Gaming,Garen,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,3,3,8,25,16,0,0,0,0,0,0,0,3.0912,0.072,0.24,0.984,0,9.424483333,4,2,0,0,0,0,0,0,0,0,0,,0,7.9793,0,0,7,10,0,30.56351667,0,2,7168,172.032,0.07220420251,0.1749607185,46,1.104,0.2598870056,15,0.36,5,6,,,14395,216.4656,12925,-0.4237804878,257,2,2,0,6.216,3578,6106,-2528,5566,9861,-4295,2811,3821,-1010,82,93,-11,114,137,-23
Red,Support,BeryL,Damwon Gaming,Yuumi,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,3,2,21,25,16,0,0,0,0,0,0,0,3.0912,0.072,0.048,0.984,0,9.424483333,4,2,0,0,0,0,0,0,0,0,0,,0,7.9793,0,0,7,10,0,30.56351667,0,2,27261,654.264,0.2746036223,0.1692382301,62,1.488,0.3502824859,10,0.24,19,19,,,14100,209.3856,12825,0.2088266954,92,2,0,2,2.256,2850,2627,223,4781,4237,544,2665,2352,313,20,18,2,33,29,4
Blue,Team,Team,Lowkey Esports,,Renekton,LeBlanc,Xayah,Olaf,Lee Sin,41.66666667,1,16,25,43,16,25,,,,,1,1,0,3.0912,0.384,0.6,0.984,0,9.424483333,2,4,1,4,0,0,1,0,1,0,1,10.47355,1,7.9793,1,1,10,7,1,30.56351667,2,0,79692,1912.608,,,146,3.504,1,76,1.824,53,58,0.625,0.3644859813,75625,1169.928,72138,-0.02784441574,857,224,148,14,25.944,18775,15391,3384,30212,26467,3745,17754,16331,1423,311,290,21,447,440,7
Red,Team,Team,Damwon Gaming,,Pantheon,Elise,Syndra,Vayne,Caitlyn,41.66666667,0,25,16,58,25,16,,,,,0,0,1,3.0912,0.6,0.384,0.984,1,9.424483333,4,2,4,1,3,0,0,1,0,1,0,10.47355,0,7.9793,0,0,7,10,0,30.56351667,0,2,99274,2382.576,,,177,4.248,1,63,1.512,40,42,0.5396825397,0.3493975904,78429,1237.224,74175,0.02784441574,964,239,166,21,28.872,15391,18775,-3384,26467,30212,-3745,16331,17754,-1423,290,311,-21,440,447,-7
Blue,Top,Nuguri,Damwon Gaming,Jayce,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,2,3,8,14,14,0,0,0,0,0,0,0,4.157916667,0.06042296073,0.09063444109,0.8459214502,0,13.66228333,3,1,1,0,0,0,1,0,0,0,1,,1,10.56373333,1,1,11,2,1,23.47606667,2,0,20045,605.5891239,0.3294220119,0.2770287097,15,0.4531722054,0.1171875,17,0.5135951662,4,6,,,16875,379.0924471,15800,0.2431233363,284,50,23,9,10.09063444,3857,2908,949,6663,5524,1139,4744,4493,251,88,65,23,133,126,7
Blue,Jungle,Canyon,Damwon Gaming,Taliyah,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,2,2,7,14,14,0,0,0,0,0,0,0,4.157916667,0.06042296073,0,0.8459214502,1,13.66228333,3,1,2,1,0,0,1,1,0,0,1,,1,10.56373333,1,1,11,2,1,23.47606667,2,0,14506,438.2477341,0.2383934001,0.1651615638,25,0.7552870091,0.1953125,18,0.5438066465,13,14,,,11808,226.0108761,10625,0.4045261669,28,161,83,29,5.709969789,3382,2968,414,5069,3963,1106,3620,2989,631,63,54,9,102,64,38
Blue,Middle,ShowMaker,Damwon Gaming,Renekton,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,4,2,7,14,14,2,0,0,0,0,0,0,4.157916667,0.1208459215,0.1510574018,0.8459214502,0,13.66228333,3,1,0,0,0,0,0,0,0,0,1,,1,10.56373333,1,1,11,2,1,23.47606667,2,0,10371,313.3232628,0.1704382981,0.2107738637,22,0.664652568,0.171875,10,0.3021148036,11,11,,,13874,288.4277946,13995,0.1248813817,245,15,1,8,7.854984894,3483,3266,217,5683,5250,433,5045,4905,140,94,87,7,139,120,19
Blue,ADC,Nuclear,Damwon Gaming,Yasuo,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,5,3,7,14,14,0,0,0,0,0,0,0,4.157916667,0.1510574018,0.1208459215,0.8459214502,0,13.66228333,3,1,0,0,0,0,0,0,0,0,1,,1,10.56373333,1,1,11,2,1,23.47606667,2,0,7678,231.9637462,0.1261812026,0.247488895,17,0.5135951662,0.1328125,6,0.1812688822,8,8,,,15537,338.6694864,15550,0.0820083682,264,37,19,8,9.093655589,3249,3651,-402,5714,5099,615,3489,3084,405,71,85,-14,117,124,-7
Blue,Support,BeryL,Damwon Gaming,Gragas,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,1,4,10,14,14,0,0,0,0,0,0,1,4.157916667,0.03021148036,0.06042296073,0.8459214502,0,13.66228333,3,1,0,0,0,0,0,0,0,0,1,,1,10.56373333,1,1,11,2,1,23.47606667,2,0,8249,249.2145015,0.1355650873,0.09954696786,49,1.480362538,0.3828125,10,0.3021148036,20,20,,,8836,136.2223565,7550,-0.1415384615,20,1,0,1,0.6344410876,1729,2401,-672,3387,3632,-245,2608,2952,-344,1,15,-14,1,28,-27
Red,Top,Hani,Lowkey Esports,Gnar,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,3,3,4,14,15,0,0,0,0,0,0,0,4.157916667,0.09063444109,0.06042296073,0.8459214502,0,13.66228333,1,3,0,1,0,0,0,0,0,0,0,,0,10.56373333,0,0,2,11,0,23.47606667,0,2,8229,248.6102719,0.1826474897,0.2288924192,18,0.5438066465,0.1551724138,3,0.09063444109,8,9,,,12338,242.0229607,12375,-0.2431233363,243,20,20,0,7.945619335,2908,3857,-949,5524,6663,-1139,4493,4744,-251,65,88,-23,126,133,-7
Red,Jungle,DNK,Lowkey Esports,Skarner,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,0,4,7,14,15,0,0,0,0,0,1,0,4.157916667,0,0.06042296073,0.8459214502,0,13.66228333,1,3,1,2,0,0,1,0,0,0,0,,0,10.56373333,0,0,2,11,0,23.47606667,0,2,3517,106.2537764,0.0780618813,0.1056024778,20,0.6042296073,0.1724137931,4,0.1208459215,10,12,,,8023,111.660423,7050,-0.4045261669,16,98,65,16,3.444108761,2968,3382,-414,3963,5069,-1106,2989,3620,-631,54,63,-9,64,102,-38
Red,Middle,Artifact,Lowkey Esports,Akali,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,5,2,3,14,15,0,0,0,0,0,0,0,4.157916667,0.1510574018,0.1208459215,0.8459214502,0,13.66228333,1,3,0,0,0,0,0,0,0,0,0,,0,10.56373333,0,0,2,11,0,23.47606667,0,2,12672,382.8398792,0.281262485,0.2435214922,12,0.3625377644,0.1034482759,3,0.09063444109,2,2,,,12850,257.4912387,12350,-0.1248813817,270,4,4,0,8.277945619,3266,3483,-217,5250,5683,-433,4905,5045,-140,87,94,-7,120,139,-19
Red,ADC,Celebrity,Lowkey Esports,Kai'Sa,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,4,3,5,14,15,1,0,0,0,1,0,0,4.157916667,0.1208459215,0.1510574018,0.8459214502,0,13.66228333,1,3,0,0,0,0,0,0,0,0,0,,0,10.56373333,0,0,2,11,0,23.47606667,0,2,15947,481.7824773,0.3539530341,0.2989805365,13,0.3927492447,0.1120689655,11,0.332326284,3,3,,,14791,316.1317221,14325,-0.0820083682,290,28,28,0,9.607250755,3651,3249,402,5099,5714,-615,3084,3489,-405,85,71,14,124,117,7
Red,Support,Venus,Lowkey Esports,Leona,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,2,3,10,14,15,0,0,0,0,0,1,0,4.157916667,0.06042296073,0.03021148036,0.8459214502,0,13.66228333,1,3,0,0,0,0,0,0,0,0,0,,0,10.56373333,0,0,2,11,0,23.47606667,0,2,4689,141.6616314,0.1040751099,0.1230030744,53,1.601208459,0.4568965517,19,0.5740181269,15,16,,,8632,130.0592145,8700,0.1415384615,75,0,0,0,2.265861027,2401,1729,672,3632,3387,245,2952,2608,344,15,1,14,28,1,27
Blue,Team,Team,Damwon Gaming,,Ornn,Tristana,Syndra,Elise,Rek'Sai,33.1,1,14,14,39,14,14,,,,,0,0,1,4.157916667,0.4229607251,0.4229607251,0.8459214502,1,13.66228333,3,1,3,1,0,0,2,1,0,0,1,10.6608,1,10.56373333,1,1,11,2,1,23.47606667,2,0,60849,1838.338369,,,128,3.867069486,1,61,1.842900302,56,59,0.6744186047,0.4153846154,66930,1368.422961,63520,0.1473968898,841,264,126,55,33.3836858,15700,15194,506,26516,23468,3048,19506,18423,1083,317,306,11,492,462,30
Red,Team,Team,Lowkey Esports,,Pantheon,LeBlanc,Xayah,Alistar,Morgana,33.1,0,14,15,29,14,15,,,,,1,1,0,4.157916667,0.4229607251,0.4229607251,0.8459214502,0,13.66228333,1,3,1,3,0,0,1,0,0,0,0,10.6608,0,10.56373333,0,0,2,11,0,23.47606667,0,2,45054,1361.148036,,,116,3.504531722,1,40,1.208459215,38,42,0.3666666667,0.2647058824,56634,1057.365559,54800,-0.1473968898,894,150,117,16,31.5407855,15194,15700,-506,23468,26516,-3048,18423,19506,-1083,306,317,-11,462,492,-30
Blue,Top,Hani,Lowkey Esports,Aatrox,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,22.71666667,0,0,1,1,2,13,0,0,0,0,0,0,0,6.997633333,0,0.1320616288,0.6603081438,0,8.641766667,0,3,0,0,0,0,0,0,0,0,0,,0,11.36468333,0,0,0,10,0,20.30336667,0,1,2333,102.6999266,0.1043847875,0.224411241,10,0.4402054292,0.1470588235,2,0.08804108584,3,5,,,6862,167.5369039,6875,-0.4550561798,171,0,0,0,7.527512839,3091,4073,-982,4575,7486,-2911,5070,4581,489,72,90,-18,115,132,-17
Blue,Jungle,DNK,Lowkey Esports,Nidalee,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,22.71666667,0,1,2,1,2,13,0,0,0,0,0,0,0,6.997633333,0.04402054292,0,0.6603081438,0,8.641766667,0,3,0,3,0,0,0,0,0,0,0,,0,11.36468333,0,0,0,10,0,20.30336667,0,1,4675,205.7960382,0.2091722595,0.1928063493,21,0.9244314013,0.3088235294,8,0.3521643434,7,9,,,6326,143.9418929,6385,-0.04441041348,14,88,61,8,4.490095378,3303,3032,271,4708,5200,-492,3622,3445,177,53,59,-6,80,89,-9
Blue,Middle,Artifact,Lowkey Esports,Yasuo,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,22.71666667,0,0,2,1,2,13,0,0,0,0,0,0,0,6.997633333,0,0.2641232575,0.6603081438,0,8.641766667,0,3,0,0,0,0,0,0,0,0,0,,0,11.36468333,0,0,0,10,0,20.30336667,0,1,5009,220.4988995,0.2241163311,0.2669835018,7,0.3081438004,0.1029411765,2,0.08804108584,1,1,,,7584,199.3197359,7675,-0.02889245586,194,7,7,0,8.848129127,3177,3386,-209,4873,5785,-912,4408,4713,-305,78,92,-14,128,144,-16
Blue,ADC,Celebrity,Lowkey Esports,Ezreal,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,22.71666667,0,1,4,0,2,13,0,0,0,0,0,0,0,6.997633333,0.04402054292,0.1760821717,0.6603081438,0,8.641766667,0,3,0,0,0,0,0,0,0,0,0,,0,11.36468333,0,0,0,10,0,20.30336667,0,1,6315,277.9897285,0.2825503356,0.2472304445,12,0.528246515,0.1764705882,4,0.1760821717,2,2,,,7249,184.572854,7375,-0.3901773533,162,4,4,0,7.307410125,3649,4393,-744,5196,7564,-2368,3257,3711,-454,76,89,-13,115,149,-34
Blue,Support,Venus,Lowkey Esports,Gragas,Renekton,LeBlanc,Taliyah,Rakan,Nautilus,22.71666667,0,0,4,1,2,13,0,0,0,0,0,0,1,6.997633333,0,0,0.6603081438,0,8.641766667,0,3,0,0,0,0,0,0,0,0,0,,0,11.36468333,0,0,0,10,0,20.30336667,0,1,4018,176.8745415,0.1797762864,0.06856846351,18,0.7923697726,0.2647058824,8,0.3521643434,9,9,,,4219,51.19060895,3475,-0.4683195592,18,0,0,0,0.7923697726,1899,2804,-905,2942,4411,-1469,2213,3350,-1137,4,2,2,13,3,10
Red,Top,Nuguri,Damwon Gaming,Kennen,Tristana,Syndra,Pantheon,Braum,Pyke,22.71666667,1,3,1,2,13,2,0,0,0,0,0,0,0,6.997633333,0.1320616288,0,0.6603081438,0,8.641766667,3,0,0,0,0,0,0,0,0,0,1,,1,11.36468333,1,1,10,0,1,20.30336667,1,0,11911,524.3286867,0.2840483629,0.2615901913,12,0.528246515,0.16,8,0.3521643434,7,8,,,12034,395.2111519,10925,0.4550561798,205,8,0,8,9.376375642,4073,3091,982,7486,4575,2911,4581,5070,-489,90,72,18,132,115,17
