Date,Location,Time Started,Time Restored,Cause
07/26/2023,General Emilio F. Aguinaldo (Quirino‑Lower Magsaysay),9:43 PM,n/a,Typhoon Egay
07/26/2023,Imelda R. Marcos (La Salle),9:43 PM,n/a,Typhoon Egay
07/26/2023,Lower Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,Middle Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,Upper Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,SLU-SVP Housing Village,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Rosario,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Tomas Proper,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Tomas School Area,9:43 PM,n/a,Typhoon Egay
07/26/2023,Upper Quirino-Magsaysay (Upper QM),9:43 PM,n/a,Typhoon Egay
07/25/2023,Ambiong,1:14 PM,3:40 PM,Fallen dried tree branch of primary line
07/25/2023,Pacdal,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,Asin Road,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,Irisan,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,San Luis Village,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,San Roque Village,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,Victoria Village,7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,Middle Quezon Hill Subdivision (Quezon Hill Middle),7:27 PM,8:13 PM,Typhoon Egay
07/25/2023,Camp 7,3:34 PM,n/a,Typhoon Egay
07/25/2023,Irisan,3:34 PM,n/a,Typhoon Egay
07/25/2023,Camp Allen,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Upper Market Subdivision,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Kayang Extension,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Rizal Monument Area,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Legarda-Burnham-Kisad,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Palma-Urbano (Cariño-Palma),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,MRR-Queen of Peace,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,City Camp Proper,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,City Camp Central,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Bakakeng Central,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Bakakeng North,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Balsigan,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Ferdinand (Happy Homes-Campo Sioco),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Phil-Am,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,BGH Compound,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Dontogan,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,General Emilio F. Aguinaldo (Quirino‑Lower Magsaysay),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Imelda R. Marcos (La Salle),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Lower Rock Quarry,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Middle Rock Quarry,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Upper Rock Quarry,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,SLU-SVP Housing Village,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Sto. Rosario,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Sto. Tomas Proper,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Sto. Tomas School Area,4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,Upper Quirino-Magsaysay (Upper QM),4:08 PM,6:09 PM,Removal of assorted tree branches near primary lines.
07/25/2023,DPS Compound,3:50 PM,n/a,Typhoon Egay
07/25/2023,Bal-Marcoville (Marcoville),3:50 PM,n/a,Typhoon Egay
07/25/2023,Greenwater Village,3:50 PM,n/a,Typhoon Egay
07/25/2023,Military Cut-Off,3:50 PM,n/a,Typhoon Egay
07/25/2023,Santa Escolastica,3:50 PM,n/a,Typhoon Egay
07/25/2023,Upper Dagsian,3:50 PM,n/a,Typhoon Egay
07/25/2023,Lower Dagsian,3:50 PM,n/a,Typhoon Egay
07/25/2023,Hillside,3:50 PM,n/a,Typhoon Egay
07/25/2023,Gabriela Silang,3:50 PM,n/a,Typhoon Egay
07/25/2023,Camp 8,3:50 PM,n/a,Typhoon Egay
07/25/2023,Poliwes,3:50 PM,n/a,Typhoon Egay
07/25/2023,San Vicente,3:50 PM,n/a,Typhoon Egay
07/25/2023,Camp 7,3:50 PM,n/a,Typhoon Egay
07/25/2023,Bakakeng North,3:50 PM,n/a,Typhoon Egay
07/25/2023,SLU-SVP Housing Village,3:50 PM,n/a,Typhoon Egay
07/25/2023,Victoria Village,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Quezon Hill Proper,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Middle Quezon Hill Subdivision (Quezon Hill Middle),5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Upper Quezon Hill,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Guisad Central,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Pinsao Proper,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Pinsao Pilot Project,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Fairview Village,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Irisan,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Cresencia Village,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Dizon Subdivision,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Guisad Central,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Guisad Surong,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Andres Bonifacio (Lower Bokawkan),5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Fairview Village,5:32 PM,6:12 PM,Typhoon Egay
07/25/2023,Campo Filipino,5:32 PM,6:12 PM,Typhoon Egay
07/26/2023,Atok Trail,9:43 PM,n/a,Typhoon Egay
07/26/2023,Kias,9:43 PM,n/a,Typhoon Egay
07/26/2023,Fort del Pilar,9:43 PM,n/a,Typhoon Egay
07/26/2023,Session Road Area,9:43 PM,n/a,Typhoon Egay
07/26/2023,Military Cut-Off,9:43 PM,n/a,Typhoon Egay
07/26/2023,BGH Compound,9:43 PM,n/a,Typhoon Egay
07/26/2023,Phil-Am,9:43 PM,n/a,Typhoon Egay
07/26/2023,Legarda-Burnham-Kisad,9:43 PM,n/a,Typhoon Egay
07/26/2023,Camp Allen,9:43 PM,n/a,Typhoon Egay
07/26/2023,Upper Market Subdivision,9:43 PM,n/a,Purok
07/26/2023,Kayang Extension,9:43 PM,n/a,Typhoon Egay
07/26/2023,Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO),9:43 PM,n/a,Typhoon Egay
07/26/2023,Rizal Monument Area,9:43 PM,n/a,Typhoon Egay
07/26/2023,Legarda-Burnham-Kisad,9:43 PM,n/a,Typhoon Egay
07/26/2023,Palma-Urbano (Cariño-Palma),9:43 PM,n/a,Typhoon Egay
07/26/2023,MRR-Queen of Peace,9:43 PM,n/a,Typhoon Egay
07/26/2023,City Camp Proper,9:43 PM,n/a,Typhoon Egay
07/26/2023,City Camp Central,9:43 PM,n/a,Typhoon Egay
07/26/2023,Bakakeng Central,9:43 PM,n/a,Typhoon Egay
07/26/2023,Bakakeng North,9:43 PM,n/a,Typhoon Egay
07/26/2023,Balsigan,9:43 PM,n/a,Typhoon Egay
07/26/2023,Ferdinand (Happy Homes-Campo Sioco),9:43 PM,n/a,Typhoon Egay
07/26/2023,Dontogan,9:43 PM,n/a,Typhoon Egay
07/26/2023,General Emilio F. Aguinaldo (Quirino‑Lower Magsaysay),9:43 PM,n/a,Typhoon Egay
07/26/2023,Imelda R. Marcos (La Salle),9:43 PM,n/a,Typhoon Egay
07/26/2023,Lower Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,Middle Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,Upper Rock Quarry,9:43 PM,n/a,Typhoon Egay
07/26/2023,SLU-SVP Housing Village,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Rosario,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Tomas Proper,9:43 PM,n/a,Typhoon Egay
07/26/2023,Sto. Tomas School Area,9:43 PM,n/a,Typhoon Egay
07/26/2023,Upper Quirino-Magsaysay (Upper QM),9:43 PM,n/a,Typhoon Egay
07/28/2023,Atok Trail,5:24 PM,6:46 PM,n/a
07/28/2023,Camp 7,5:24 PM,6:46 PM,n/a
07/30/2023,Bakakeng North,12:47 PM,1:09 PM,Correction of cut primary line
07/30/2023,SLU-SVP Housing Village,12:47 PM,1:09 PM,Correction of cut primary line
07/31/2023,Sto. Tomas School Area,5:32 AM,n/a,n/a
